author,star,review_title,review_date,Text,ProductLink
Rohan Bhardwaj,4.0 out of 5 stars,Value for money,Reviewed in India on 25 May 2024,2 T-shirts are best(except the red one) good quality and very comfortable during workout.,https://www.amazon.in/LEOTUDE-Regular-Dri-Fit-Sleeve-PO3_39ALL_P_Multicolor_3XL/dp/B0CV763FR1/ref=sr_1_30?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-30
Lagy,5.0 out of 5 stars,Quality,Reviewed in India on 23 May 2024,"Good quality,better than expected",https://www.amazon.in/LEOTUDE-Regular-Dri-Fit-Sleeve-PO3_39ALL_P_Multicolor_3XL/dp/B0CV763FR1/ref=sr_1_30?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-30
Zuber Mansuri,4.0 out of 5 stars,Nice,Reviewed in India on 16 May 2024,Nice product,https://www.amazon.in/LEOTUDE-Regular-Dri-Fit-Sleeve-PO3_39ALL_P_Multicolor_3XL/dp/B0CV763FR1/ref=sr_1_30?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-30
Yash,4.0 out of 5 stars,Quality,Reviewed in India on 8 May 2024,It is made up of nylon kind of cloth...so best for swimming and training purposes,https://www.amazon.in/LEOTUDE-Regular-Dri-Fit-Sleeve-PO3_39ALL_P_Multicolor_3XL/dp/B0CV763FR1/ref=sr_1_30?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-30
SUDHIR PATEL,5.0 out of 5 stars,Overall very good,Reviewed in India on 24 May 2024,"The quality of the product worth purchase, no doubt, no damage, best fit, comfortable, bright colour",https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Viraj kalyanrao salunke,5.0 out of 5 stars,Best quality,Reviewed in India on 4 May 2024,"The quality of the product worth purchase, no doubt, no damage, best fit, comfortable, bright colour,",https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
This t shirt is so nice.Really very comfortable to wear.Looks good.quality is the best.worth for money.,4.0 out of 5 stars,Looks Nice,Reviewed in India on 7 April 2024,This t shirt is so nice.Really very comfortable to wear.looks good.Quality is the best.value for money.thankyou.,https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
GURPREET SINGH,5.0 out of 5 stars,Very good product,Reviewed in India on 26 May 2024,"Very comfortable,value for money.",https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Good,3.0 out of 5 stars,Good,Reviewed in India on 16 April 2024,Good fabric,https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Md Mohsin Taher,5.0 out of 5 stars,best quality,Reviewed in India on 20 May 2024,amazing product & best fit,https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Balkishore Singh,1.0 out of 5 stars,Delay in refund. Don’t buy,Reviewed in India on 28 May 2024,Had very bad experience with this item. Item was returned the very next day but it has been 10 day money has not refunded to me while asking customers care about delay in refund one didn’t have genuine reason another Mr Sameer who attending the call kept me on hold and afterward cut the line . 👎🏻👎🏻👎🏻👎🏻👎🏻,https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Placeholder,5.0 out of 5 stars,Excellent quality fabric tshirt,Reviewed in India on 9 May 2024,"Proper fit , the cloth quality is very good.
Recommend to everyone",https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Amazon Customer,4.0 out of 5 stars,Amazing,Reviewed in India on 16 May 2024,Nice t shirt,https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Rishabh Shroff,4.0 out of 5 stars,Good quality,Reviewed in India on 10 May 2024,The product has excellent fitting and good quality of material,https://www.amazon.in/Lymio-T-Shirt-Printed-Shirt-1-5/dp/B0CTTFXQNF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-31
Punit kumar,5.0 out of 5 stars,"Best Quality, Soft Cloth,",Reviewed in India on 4 May 2024,"Very Soft, Best color, looked as show in picture..see vedio dil he loot liya is tshirt ne to..Only 400 me..great price",https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
Sudhakar Balija,4.0 out of 5 stars,"Ordered Blue color T-Shirt, received Sky Blue Color one",Reviewed in India on 15 May 2024,"Ordered Blue color T-Shirt, received Sky Blue Color one. Good Quality and comfort. It is the same issue even after replacement. Better not to Order Blue, go for some other color.",https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
Amazon Customer,5.0 out of 5 stars,Fabric and fit is very good,Reviewed in India on 22 April 2024,Very nice,https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
Saurabh Mangal,3.0 out of 5 stars,Not 100% cotton,Reviewed in India on 26 May 2024,Looks great but the fabric is not 100% cotton as advertised. T shirt is tight and not stretching. Had to return it.,https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
Tanishq,5.0 out of 5 stars,Comfortable,Reviewed in India on 26 May 2024,"This product is extremely good, and gives comfort of good feel of texture. Great product at optimum cost..",https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
shreyas,1.0 out of 5 stars,Wrongly advertised,Reviewed in India on 12 May 2024,It's advertised as 100 % cotton but it's 60 % cotton and 40 % polyester. It's not comfortable to wear in summer time. Also the size is quite tight. If you want L you should order one size above. Also it's mentioned as regular fit but product is slim fit and quite tight.,https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
Balasubramanian,4.0 out of 5 stars,Good basic shirt,Reviewed in India on 23 May 2024,Color is as you see in the image. Even after few washes it retains its shape. Good choice for summer.,https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
Jayakumar,5.0 out of 5 stars,Colour and rate,Reviewed in India on 19 May 2024,"Perfect color, no shade, fabric is good quality",https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
deepak kumar,4.0 out of 5 stars,Tshirt colour is same as shown in the app,Reviewed in India on 15 May 2024,Fitting and length is good and product material is soft . Overall good product,https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
raj kumar.suna,4.0 out of 5 stars,Colourfull,Reviewed in India on 14 May 2024,Budget quality is good specially for winter,https://www.amazon.in/Van-Heusen-Regular-T-Shirt-VSKCURGBZ06257_Multicolor/dp/B08XQVH8V7/ref=sr_1_32?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-32
sanjay,5.0 out of 5 stars,T shirt worth buying.,Reviewed in India on 25 May 2024,"Good fabric quality, It Fits well as its slim.",https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
Ammar sadiq,4.0 out of 5 stars,Value for money,Reviewed in India on 7 May 2024,"Value for money
Quality,fitting,fabric,colour,& weight everything is good 👍🏻 I like this T shirt",https://www.amazon.in/Peter-England-Mens-Shirt-PCKPSSGB669801_Medium/dp/B0C1RXYBBK/ref=sr_1_33?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-33
